SID,Title,ISSN,EISSN,Coverage,Language,Type,Publisher,Code
4000151608,Psychiatry Investigation,17383684,,2006-2024,ENG,Journal,Korean Neuropsychiatric Association,2803; 2738
18729,Psychiatry Research,1651781,18727123,1979-2025,ENG,Journal,Elsevier Ireland Ltd,2803; 2738
18730,Psychiatry Research - Neuroimaging,9254927,18727506,1990-2025,ENG,Journal,Elsevier Ireland Ltd,2741; 2738; 2801
21101140106,Psychiatry Research Communications,,27725987,2021-2024,ENG,Journal,Elsevier B.V.,2803; 2738
18728,"Psychiatry, Psychology and Law",13218719,19341687,1994-2024,ENG,Journal,Taylor and Francis Ltd.,3308; 2738; 3201; 2734
21100792739,"Psychiatry, Psychotherapy and Clinical Psychology",22201122,24142212,2016-2024,ENG,Journal,Professionalnye Izdaniya,3203; 2738
5700167230,"Psychoanalysis, Culture and Society",10880763,15433390,2014-2024; 2004,ENG,Journal,Palgrave Macmillan Ltd.,3312; 3202; 3316; 3306; 3207
21100903407,"Psychoanalysis, Self and Context",24720038,24720046,2017-2024,ENG,Journal,Taylor and Francis Ltd.,2738; 3203
13418,Psychoanalytic Dialogues,10481885,19409222,1991-2024,ENG,Journal,Taylor and Francis Ltd.,3203
13419,Psychoanalytic Inquiry,7351690,19409133,1981-2024,ENG,Journal,Taylor and Francis Ltd.,3203
21100330713,Psychoanalytic Perspectives,1551806X,21636958,2003-2024,ENG,Journal,Routledge,3200
13420,Psychoanalytic Psychology,7369735,19391331,1984-2024,ENG,Journal,American Psychological Association,3203
13421,Psychoanalytic Psychotherapy,2668734,14749734,1989-2024; 1985-1987,ENG,Journal,Routledge,2738; 3203
13422,Psychoanalytic Quarterly,332828,21674086,1945-2024,ENG,Journal,Taylor and Francis Ltd.,2738; 1201; 3203; 3204
13423,Psychoanalytic Review,332836,19433301,1963-2024; 1945-1957,ENG,Journal,Guilford Publications,3203
4700152401,Psychoanalytic Social Work,15228878,,1999-2024,ENG,Journal,Routledge,3301; 3207
21100391100,Psychoanalytic Study of the Child,797308,,2017-2024; 2011-2015; 1974-2009; 1965-1972; 1963; 1960-1961; 1958; 1945-1946,,Journal,Taylor and Francis Ltd.,2738; 2735; 3204
18741,Psychodynamic Practice,14753634,14753626,2002-2024,ENG,Journal,Routledge,3203
21100215102,Psychodynamic Psychiatry,21622590,21622604,2012-2024,ENG,Journal,Guilford Publications,2738; 3203
200147105,Psychogeriatrics,13463500,14798301,2005-2025,ENG,Journal,Wiley-Blackwell Publishing Ltd,2738; 2717; 2909
21100967057,Psycholinguistics,23091797,24153397,2019-2024,UKR,Journal,Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University,1203; 3310; 3205
13437,Psychologia,332852,13475916,1996-2024,ENG,Journal,Psychologia Society,3200
13441,Psychologica Belgica,332879,2054670X,1975-2024,ENG,Journal,Ubiquity Press,3200
13442,Psychological Assessment,10403590,1939134X,1989-2024,ENG,Journal,American Psychological Association,2738; 3203
13443,Psychological Bulletin,332909,19391455,1904-2024,ENG,Journal,American Psychological Association,3200
17400154828,Psychological Injury and Law,1938971X,19389728,2008-2024,ENG,Journal,Springer New York,3308; 2738
13456,Psychological Inquiry,1047840X,15327965,1998-2024; 1990-1996,ENG,Journal,Routledge,3200
18742,Psychological Medicine,332917,14698978,1970-2024,ENG,Journal,Cambridge University Press,3202; 2738
13461,Psychological Methods,1082989X,19391463,1996-2024,ENG,Journal,American Psychological Association,3201
19700200805,Psychological Perspectives,332925,15563030,1970-2024,ENG,Journal,Taylor and Francis Ltd.,3200
13464,Psychological Record,332933,21633452,1996-2024; 1989-1990; 1973-1975,ENG,Journal,Springer Nature,1201; 3200
13465,Psychological Reports,332941,1558691X,1965-2024,ENG,Journal,SAGE Publications Inc.,3200
13466,Psychological Research,3400727,14302772,1974-2025,ENG,Journal,Springer Verlag,1201; 3204; 3205
13467,Psychological Review,0033295X,19391471,1894-2024,ENG,Journal,American Psychological Association,3200
13468,Psychological Science,9567976,14679280,1990-2024,ENG,Journal,SAGE Publications Inc.,3200
21100996943,Psychological Science and Education,18142052,23117273,2004-2024; 1999,ENG; RUS,Journal,Moscow State University of Psychology and Education,3201; 3204; 3304; 3207
13969,Psychological Science in the Public Interest,15291006,21600031,2000-2024,ENG,Journal,SAGE Publications Inc.,3200
5300152209,Psychological Services,15411559,,2004-2024,ENG,Journal,American Psychological Association,3202; 3203
13972,Psychological Studies,332968,9749861,2014-2024; 2009; 1992; 1980; 1971,,Journal,Springer International Publishing AG,3200
21101152882,Psychological Test Adaptation and Development,,26981866,2020-2024,ENG,Journal,Hogrefe Publishing GmbH,3202; 3201
21100858550,Psychological Thought,,21937281,2017-2024,ENG,Journal,"South-West University ""Neofit Rilski""",3200
18200156707,"Psychological Trauma: Theory, Research, Practice, and Policy",19429681,1942969X,2009-2024,ENG,Journal,American Psychological Association,3203; 3207
21101027243,Psychologie Clinique et Projective,12655449,21184496,2022-2023; 2019-2020,FRE,Journal,ERES,2738; 3203
4100151502,Psychologie du Travail et des Organisations,14202530,,2008-2024; 2005-2006,FRE,Journal,Elsevier Masson s.r.l.,3207; 3307
13990,Psychologie Francaise,332984,,2004-2024,FRE,Journal,Elsevier Masson s.r.l.,3200
15990,Psychologie in Erziehung und Unterricht,0342183X,,1996-2024,GER,Journal,Ernst Reinhardt Verlag,3204
13997,Psychologische Rundschau,333042,,2002-2024; 1996-1997; 1980; 1973-1975,GER,Journal,Hogrefe Publishing,3200
14006,Psychologist,9528229,,1996-2024; 1990,ENG,Journal,British Psychological Society,3200
21101121506,Psychology,11065737,27326640,2019-2024,ENG; GRE,Journal,National Documentation Centre,3200
29802,Psychology and Aging,8827974,19391498,1986-2024,ENG,Journal,American Psychological Association,2717; 1302; 3207
14009,Psychology and Developing Societies,9713336,9730761,1989-2024,ENG,Journal,Sage Publications India Pvt. Ltd,3207
14012,Psychology and Health,8870446,14768321,1987-2024,ENG,Journal,Routledge,2739; 3202
21101152124,Psychology and Law,,22225196,2022-2024,RUS,Journal,Moscow State University of Psychology and Education,3203; 3205; 3207; 3202
14014,Psychology and Marketing,7426046,15206793,1984-2025,ENG,Journal,Wiley-Liss Inc.,1406; 3202
19700175781,Psychology and Neuroscience,19843054,19833288,2010-2024,ENG,Journal,Casa do Psicologo,3206; 2800
14016,"Psychology and Psychotherapy: Theory, Research and Practice",14760835,20448341,2002-2024; 1996-2000; 1920-1939,ENG,Journal,Wiley-Blackwell,2738; 1201; 3203; 3204
19700187621,Psychology and Sexuality,19419899,19419902,2010-2024,ENG,Journal,Routledge,3202; 3306; 3207; 3318
21101030143,Psychology Hub,2723973X,27242943,2020-2024,ENG,Journal,Sapienza Universita Editrice,2802; 2738; 3200
21100228035,Psychology in Russia: State of the Art,20746857,,2012-2024,ENG,Journal,Russian Psychological Society,3201; 3304; 1207; 3301
14030,Psychology in the Schools,333085,15206807,1964-2025,ENG,Journal,Wiley-Liss Inc.,3204; 3304
20500195402,Psychology Learning and Teaching,14757257,,2011-2024,ENG,Journal,SAGE Publications Inc.,3200; 3304
25372,Psychology of Addictive Behaviors,0893164X,,1993-2024,ENG,Journal,Educational Publishing Foundation,2738; 3203; 2701
19500156812,"Psychology of Aesthetics, Creativity, and the Arts",19313896,1931390X,2007-2024,ENG,Journal,American Psychological Association,3202; 1213; 3204
21100829991,"Psychology of Consciousness: Theory Research, and Practice",23265523,23265531,2016-2024,ENG,Journal,American Psychological Association,3203; 3207; 3206; 3205
18300156724,Psychology of Language and Communication,12342238,,2008-2024,ENG,Journal,"University of Warsaw, Faculty of Psychology",3310; 3204; 3315; 1203; 3205
4500151527,Psychology of Learning and Motivation - Advances in Research and Theory,797421,,2006-2024; 2002-2004; 2000; 1988-1998; 1972-1986; 1970; 1967-1968,ENG,Book Series,Academic Press Inc.,3204; 3207
14031,Psychology of Men and Masculinity,15249220,1939151X,2000-2024,ENG,Journal,American Psychological Association,3319; 3202; 3207; 3318
16300154722,Psychology of Music,3057356,17413087,1973-2024,ENG,Journal,SAGE Publications Ltd,1210; 3201
21101051829,Psychology of Popular Media,26896567,26896575,2020-2024,ENG,Journal,American Psychological Association,3201; 3202; 3315; 3316
17700156745,Psychology of Religion and Spirituality,19411022,,2009-2024,ENG,Journal,American Psychological Association,3202; 1212; 3207
21100830172,Psychology of Sexual Orientation and Gender Diversity,23290382,23290390,2014-2024,ENG,Journal,American Psychological Association,3200; 3318
14033,Psychology of Sport and Exercise,14690292,,2000-2025,ENG,Journal,Elsevier B.V.,3202
19700186336,Psychology of Violence,21520828,2152081X,2010-2024,ENG,Journal,American Psychological Association,3202; 3306; 3207
14035,Psychology of Women Quarterly,3616843,14716402,1976-2024,ENG,Journal,SAGE Publications Ltd,3200; 1201; 3204; 3318
19700175787,Psychology Research and Behavior Management,11791578,,2008-2024,ENG,Journal,Dove Medical Press Ltd.,2738; 3200
14027,"Psychology, Crime and Law",1068316X,14772744,1994-2024,ENG,Journal,Routledge,3308; 3200; 2734
58705,"Psychology, Health and Medicine",13548506,14653966,1996-2024,ENG,Journal,Routledge,2738; 3202; 3203
21100780996,"Psychology, Journal of the Higher School of Economics",18138918,,2016-2024,RUS,Journal,National Research University Higher School of Economics,3200; 3304; 3316
14045,"Psychology, Public Policy, and Law",10768971,,1995-2024,ENG,Journal,American Psychological Association,3308; 3312; 3207
21100453516,"Psychology, Society and Education",21712085,1989709X,2015-2024; 2012,ENG; SPA,Journal,UCOPress. Editorial Universidad de Cordoba,3203; 3207; 3312; 3304
14061,Psychometrika,333123,18600980,1936-2024,ENG,Journal,Springer New York,2604; 3200
18745,Psychoneuroendocrinology,3064530,18733360,1975-2025,ENG,Journal,Elsevier Ltd,2738; 2807; 2712; 2803; 1310
14062,Psychonomic Bulletin and Review,10699384,15315320,1994-2024,ENG,Journal,Springer New York,3204; 3205; 1201
10300153303,Psycho-Oncologie,17783798,1778381X,2007-2024,FRE,Journal,Tech Science Press,3203; 2738; 2730; 2917
13069,Psycho-Oncology,10579249,10991611,1992-2024,ENG,Journal,John Wiley and Sons Ltd,2738; 2730; 3205
18746,Psychopathology,2544962,1423033X,1968-2024,ENG,Journal,S. Karger AG,2738; 3203
21782,Psychopharmacology,333158,14322072,1959-2024,ENG,Journal,Springer Science and Business Media Deutschland GmbH,3004
21783,Psychopharmacology Bulletin,485764,24722448,2016-2024; 2006-2012; 2001-2004; 1969-1998; 1963-1967,ENG,Journal,MedWorks Media LLC,2738; 2736
21784,Psychopharmakotherapie,9446877,,1996-2024,GER,Journal,Wissenschaftliche Verlagsgesellschaft mbH,2736; 2738
18747,Psychophysiology,485772,14698986,1964-2024,ENG,Journal,John Wiley and Sons Inc,3205; 2737; 3206; 1314
21101170600,Psychoradiology,,26344416,2021-2024,ENG,Journal,Oxford University Press,2801; 2728; 3203; 3201; 1702; 2738; 2741
21100198231,Psychosis,17522439,17522447,2009-2024,ENG,Journal,Routledge,2738
21100378340,Psychosocial Intervention,11320559,21734712,2011-2024,ENG,Journal,Colegio Oficial de Psicologos de Madrid,3202; 3204; 3207
19172,Psychosomatic Medicine,333174,15347796,1945-2024,ENG,Journal,Lippincott Williams and Wilkins,3202; 2738
19174,Psychoterapia,2394170,,2001-2024,POL,Journal,Polish Psychiatric Association,2738; 3203
21100929577,Psychoterapie,18023983,26950200,2019-2024,CZE,Journal,Masaryk University,2738; 3203
21101141440,Psychotherapie,27317161,2731717X,2022-2024,ENG,Journal,Springer Medizin,3203
14068,Psychotherapies,0251737X,,1990-2023,FRE,Journal,Editions Medecine et Hygiene,3203; 2738
14077,Psychotherapy,333204,19391536,1980-2024; 1973-1978,ENG,Journal,American Psychological Association,2738; 3203
19181,Psychotherapy and Psychosomatics,333190,14230348,1953-2024,ENG,Journal,S. Karger AG,3203; 3202; 2738
14080,Psychotherapy Research,10503307,14684381,1991-2024; 1988; 1975,ENG,Journal,Routledge,3203
21100197358,Psyecology,21711976,19899386,2010-2024,ENG; SPA,Journal,SAGE Publications Inc.,3202; 2301; 3205
12700154743,Psykhe,7170297,7182228,2007-2024,ENG; POR,Journal,Pontificia Universidad Catolica de Chile,3200
24086,Pteridines,9334807,21954720,1993-2024; 1989-1991,ENG,Journal,Walter de Gruyter GmbH,1313; 1308; 1303
17162,Public Administration,333298,14679299,1923-2024,ENG,Journal,Wiley-Blackwell Publishing Ltd,3321; 3312
15381,Public Administration and Development,2712075,1099162X,1981-2024,ENG,Journal,John Wiley and Sons Ltd,3321; 3303
21100894854,Public Administration and Information Technology,25121812,25121839,2012-2023,ENG,Book Series,Springer International Publishing AG,1802; 3321; 1710; 1404
21101076085,Public Administration and Policy,17272645,2517679X,2018-2024,ENG,Journal,Emerald Group Publishing Ltd.,3321; 3312; 3305; 3306
21100778766,Public Administration Issues,19995431,24095095,2016-2024,RUS,Journal,National Research University Higher School of Economics,3321
21101087105,Public Administration Quarterly,7349149,23274433,2019-2023,ENG,Journal,Southern Public Administration Education Foundation,3321
17167,Public Administration Review,333352,15406210,1996-2024; 1988; 1985; 1978-1983,ENG,Journal,Wiley-Blackwell,1406; 3321; 3312
21101077286,"Public Administration, Governance and Globalization",25122347,25122363,2020-2022; 2013-2018; 2010,ENG,Book Series,Springer Nature,1407; 3320; 3321; 2001; 1401
21101049551,Public and Municipal Finance,22221867,22221875,2019-2024,ENG,Journal,LLC CPC Business Perspectives,2003; 1401; 3321; 3308; 3301
21101074672,Public Anthropologist,25891707,25891715,2019-2024,ENG,Journal,Brill Academic Publishers,3314
6500153155,Public Archaeology,14655187,17535530,2011-2024; 2004,ENG,Journal,Maney Publishing,3302; 1204
5700168589,Public Budgeting and Finance,2751100,,1981-2024,ENG,Journal,Wiley-Blackwell,3321; 2002; 2003
23611,Public Choice,485829,15737101,1966-2024,ENG,Journal,Springer Netherlands,2002; 3312
28831,Public Culture,8992363,15278018,1996-2024,ENG,Journal,Duke University Press,1201; 3315; 3207
21100979264,Public Finance Quarterly,0031496X,20648278,2019-2024,ENG,Journal,Corvinus University of Budapest,3321; 2003
29258,Public Finance Review,10911421,,1989-2025; 1973-1987,ENG,Journal,SAGE Publications Inc.,3321; 2002; 2003
17697,Public Health,333506,14765616,1915-2025; 1888-1913,ENG,Journal,Elsevier B.V.,2739
21101141646,Public Health and Life Environment,22195238,26190788,2019-2024,ENG; RUS,Journal,Federal Center for Hygiene and Epidemiology,2739; 2713; 2718; 2701
21101226575,Public Health Challenges,,27692450,2022-2024,ENG,Journal,John Wiley and Sons Inc,1000
19700174990,Public Health Ethics,17549973,17549981,2009-2024,ENG,Journal,Oxford University Press,2719; 2910
22532,Public Health Forum,9445587,18764851,1993-2024,GER,Journal,Walter de Gruyter GmbH,2739
14900154701,Public Health Genomics,16624246,16628063,2008-2024,ENG,Journal,S. Karger AG,2716; 2739
21101039903,Public Health in Practice,,26665352,2020-2024,ENG,Journal,Elsevier B.V.,2719; 2739
29368,Public Health Nursing,7371209,15251446,1984-2024; 1945-1952,ENG,Journal,Wiley-Blackwell Publishing Ltd,2739; 2900
27997,Public Health Nutrition,13689800,14752727,1998-2024,ENG,Journal,Cambridge University Press,2916; 2701; 2739
21101171686,Public Health of Indonesia,25281542,24771570,2023-2024,ENG,Journal,Yayasan Cipta Anak Bangsa (YCAB) Publisher,3601; 2719; 3306; 2739
22538,Public Health Reports,333549,14682877,1974-2025; 1945-1970,ENG,Journal,SAGE Publications Inc.,2739
21100784204,Public Health Research and Practice,,22042091,2014-2024,,Journal,Sax Institute,2739; 2719
22549,Public Health Reviews,3010422,21076952,2010-2024; 1982-2003; 1973-1980,ENG,Journal,Frontiers Media SA,2739; 2905
16546,Public Historian,2723433,15338576,1978-2024,ENG,Journal,University of California Press,1209; 1202; 1206
5700162015,Public Integrity,10999922,15580989,2000-2024,ENG,Journal,Taylor and Francis Ltd.,3308; 3321; 1211; 3312; 1403
21101128488,Public Journal of Semiotics,,19189907,2021-2024; 2019,ENG,Journal,"Lund University, Centre for Languages and Literature",3310; 3314; 3315
20461,Public Law,333565,2754219X,2022-2023; 1992; 1988; 1982-1983; 1976; 1967,ENG,Journal,Sweet and Maxwell-Thomson Reuters,3308
4700152731,Public Library Quarterly,1616846,15411540,1988-2024; 1979-1986,ENG,Journal,Routledge,3309
4700152305,Public Management Review,14719037,,2001-2024,ENG,Journal,Taylor and Francis Ltd.,3321
17181,Public Money and Management,9540962,14679302,1988-2024,ENG,Journal,Routledge,1400; 3321; 3312
23574,Public Opinion Quarterly,0033362X,15375331,1937-2024,ENG,Journal,Oxford University Press,1207; 3300; 3312; 1202; 3315
130055,Public Organization Review,15667170,15737098,2004-2024,ENG,Journal,Kluwer Academic Publishers,3308; 1401
5800169457,Public Performance and Management Review,15309576,15579271,2011-2024,ENG,Journal,Routledge,3321; 1408
25468,Public Personnel Management,910260,,1995-2024; 1993; 1989; 1982-1984; 1973,ENG,Journal,SAGE Publications Inc.,1405; 1407; 1408; 3321
5600157642,Public Policy and Administration,9520767,17494192,1986-2024,,Journal,SAGE Publications Ltd,3321; 3312
21100855843,Public Policy and Administration,16482603,20292872,2011-2024,LIT,Journal,Mykolo Romerio Universitetas,3312; 2001; 3321
21101100204,Public Procurement Law Review,9638245,27542203,2022-2024,ENG,Journal,Sweet and Maxwell Ltd,3308
21100239603,Public Reason,20657285,20658958,2012-2022,ENG,Journal,Universitatea din Bucuresti,3312; 1211
21100794012,Public Relations Inquiry,2046147X,20461488,2014-2025,ENG,Journal,SAGE Publications Inc.,1406; 1407; 1408; 3310; 3315
29139,Public Relations Review,3638111,,1975-2025,ENG,Journal,Elsevier B.V.,3315; 1406; 1407
16910,Public Roads,333735,,1992-2024; 1969-1990,ENG,Trade Journal,U.S. Federal Highway Administration,3305; 2205; 3313
21100854766,Public Sector Economics,,24598860,2017-2024,ENG,Journal,Institute of Public Finance,2002; 2003
4700152763,Public Services Quarterly,15228959,15229114,2006-2024; 2002-2003,ENG,Journal,Routledge,3309
19600161828,Public Transport,1866749X,16137159,2009-2024,ENG,Journal,Springer Verlag,1803; 2210; 3313; 1710
22370,Public Understanding of Science,9636625,13616609,1992-2024,ENG,Journal,SAGE Publications Ltd,1201; 3204; 3315
5800169158,Public Works Management and Policy,1087724X,,1996-2024,ENG,Journal,SAGE Publications Inc.,3321; 3312; 1401
21100913567,Publicacion Electronica de la Asociacion Paleontologica Argentina,,24690228,2019-2024,SPA,Journal,Asociacion Paleontologica Argentina,1911
21100812627,Publicaciones de la Facultad de Educacion y Humanidades del Campus de Melilla,15774147,25309269,2012-2024,SPA,Journal,Universidad de Granada,3204; 3304
25842,Publicacions Matematiques,2141493,,2002-2024,ENG,Journal,"Universitat Autonoma de Barcelona, Seccio de Matematiques",2600
26287,Publicationes Mathematicae Debrecen,333883,20642849,1997-2024; 1954,ENG,Journal,"University of Debrecen, Institute of Mathematics",2600
21100836334,Publications,,23046775,2013-2024,ENG,Journal,Multidisciplinary Digital Publishing Institute (MDPI),3309; 1706; 2214; 3315; 1403
12100156711,Publications de l'Institut Mathematique,3501302,0522828X,2007-2024; 2005; 2002,ENG,Journal,Mathematical Institute of the Serbian Academy of Sciences and Arts,2600
21101249032,Publications Mathematiques de Besancon - Algebre et Theorie des Nombres,28048504,25926616,2020-2024,ENG; FRE,Journal,Presses Universitaires de Franche-Comte,2602
11700154368,Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,738301,16181913,2005-2024; 1959-2000,ENG,Journal,Springer Verlag,2600
81697,Publications of the Astronomical Society of Australia,13233580,14486083,1996-2024,ENG,Journal,Cambridge University Press,1912; 3103
27778,Publications of the Astronomical Society of Japan,46264,2053051X,1996-2024,ENG,Journal,Oxford University Press,1912; 3103
27781,Publications of the Astronomical Society of the Pacific,46280,15383873,1996-2024,ENG,Journal,Institute of Physics Publishing,1912; 3103
20000195082,Publications of the English Goethe Society,9593683,17496284,2011-2024; 1990-1993,ENG,Journal,Maney Publishing,1208
26334,Publications of the Research Institute for Mathematical Sciences,345318,16634926,1969-2024,ENG,Journal,European Mathematical Society Publishing House,2600
21100405645,Publications on Ocean Development,9241922,,2024; 2019-2021; 2006-2017; 1991; 1977,ENG,Book Series,Brill Academic Publishers,3308; 2308; 3320
21100934921,Publicum,,24477982,2019-2023,ENG; POR,Journal,Universidade do Estado do Rio de Janeiro,3308
21101256260,Publishing and Printing,10071938,,2020-2024,CHI,Journal,Shanghai Publishing and Printing College,3315; 3310; 3309
5700153460,Publishing Research Quarterly,10538801,19364792,1991-2024,ENG,Journal,Springer US,1405; 1406; 1706; 2214; 3315; 1403
23577,Publius: The Journal of Federalism,485950,17477107,1971-2024,ENG,Journal,Oxford University Press,3321; 3312
17698,Puerto Rico Health Sciences Journal,7380658,,1985-2024,ENG,Journal,University of Puerto Rico Medical Sciences Campus,2700
21100467354,Pulmonary Circulation,20458932,20458940,2011-2024,ENG,Journal,John Wiley and Sons Inc,2740
21100238602,Pulmonary Medicine,20901836,20901844,2011-2024,ENG,Journal,John Wiley and Sons Ltd,2740
18622,Pulmonary Pharmacology and Therapeutics,10945539,15229629,1997-2025,ENG,Journal,Academic Press,2740; 2736; 2704
21101039770,Pulmonary Therapy,23641754,23641746,2015-2024,ENG,Journal,Adis,2740; 3615
21100858339,Pulmonologiya,8690189,25419617,2015-2024,RUS,Journal,Pulmonology LLC,2740
21100868271,Pulmonology,25310429,25310437,2018-2025,ENG,Journal,Elsevier Espana S.L.U,2740
15263,Pulp and Paper Canada,3164004,,1994-2024; 1974-1992,ENG,Trade Journal,Business Information Group,2209; 1500; 2500; 2210; 2002
21101028197,Punctum International Journal of Semiotics,,24592943,2019-2023,ENG,Journal,Hellenic Semiotic Society,3310; 3315; 1203
147233,Punishment and Society,14624745,17413095,1999-2024,ENG,Journal,SAGE Publications Ltd,3308; 3301
21100902868,Punjab Geographer,9733485,,2018-2024,ENG,Journal,Institute For Spatial Planning And Environment Research,3312; 3305
21100874702,Punjab University Journal of Zoology,10161597,23138556,2010-2024,ENG,Journal,Punjab University - Department of Zoology,1103
21100898966,Punk and Post-Punk,20441983,20443706,2018-2024,ENG,Journal,Intellect Ltd.,1213; 1210; 3316; 1202
21101196741,Pure and Applied Analysis,25785893,25785885,2019-2024,ENG,Journal,Mathematical Sciences Publishers,2610; 2603
21458,Pure and Applied Chemistry,334545,13653075,1960-2024,ENG,Journal,Walter de Gruyter GmbH,1600; 1500
21101250475,Pure and Applied Functional Analysis,21893756,21893764,2020-2024,ENG,Journal,Yokohama Publications,2606; 2604; 2603
28579,Pure and Applied Geophysics,334553,14209136,1964-2024,ENG,Journal,Birkhauser Verlag Basel,1906; 1908
11600153404,Pure and Applied Mathematics Quarterly,15588599,15588602,2007-2024,ENG,Journal,"International Press of Boston, Inc.",2600
130009,Purinergic Signalling,15739538,15739546,2004-2024,ENG,Journal,Springer Science and Business Media B.V.,1312; 2804; 1307
21100211359,Purushartha,0975024X,,2015-2023; 2011-2013,ENG,Journal,School of Management Sciences,1408; 1211
21100449131,Pyrenae,798215,23399171,2015-2024,ENG,Journal,Universitat de Barcelona,1205; 3302; 1204
21100223785,Pythagoras,10122346,22237895,2012-2024,ENG,Journal,AOSIS (Pty) Ltd,3304; 2600
20572,PZ Prisma,9455566,,1994-2024,GER,Journal,Govi-Verlag Pharmazeutischer Verlag GmbH,3003; 3004
21101120350,Q Open,,26339048,2021-2024,ENG,Journal,Oxford University Press,2001; 2002; 1101; 3303; 1106
17701,Qatar Medical Journal,2538253,22270426,2019-2024; 2000-2017,ENG,Journal,HBKU Press,2700
21100923613,QED,23271574,23271590,2019-2023,ENG,Journal,Michigan State University Press,3316; 3318
13183,Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams,10014322,,1993-2024,CHI,Journal,Editorial Office of High Power Laser and Particle Beams,2208; 3107
25922,Qiche Gongcheng/Automotive Engineering,1000680X,,2010-2024; 2001-2003,CHI,Journal,Society of Automotive Engineers of China (SAE-China),2203
22798,Qinghua Daxue Xuebao/Journal of Tsinghua University,10000054,,1993-2024,,Journal,Tsinghua University Press,2604; 1706; 2200
17700,QJM: An International Journal of Medicine,14602725,14602393,1985-2024; 1976-1982; 1907-1974,ENG,Journal,Oxford University Press,2700
21101065550,QRB Discovery,,26332892,2020-2024,ENG,Journal,Cambridge University Press,1304
144766,Quaderni ACP,20391374,,2005-2024,ITA,Journal,Associazione Cultur Pediatri,2735
21100395705,Quaderni Costituzionali,3926664,19738188,2015-2024,ITA,Journal,Il Mulino publishing house,3308
21101089624,Quaderni del '900,17200180,17241898,2020-2023,ENG; ITA,Journal,Fabrizio Serra Editore Srl,1208; 3310; 1203
21101186201,Quaderni dell'Osservatorio Elettorale,3926753,27244679,2019-2024,ENG; ITA,Journal,Firenze University Press,3320; 3312
21100400016,Quaderni di Diritto e Politica Ecclesiastica,11220392,,2015-2024,ENG; ITA,Journal,Il Mulino publishing house,3308; 1212
21100244626,Quaderni di Geofisica,15902595,24215570,2021-2024; 2007-2019,ENG; ITA,Journal,Istituto Nazionale di Geofisica e Vulcanologia,1903; 1908; 1907
21101204533,Quaderni di Storia Religiosa Medievale,2724573X,27851311,2020-2024,ENG; ITA,Journal,Societa Editrice Il Mulino,1212; 1202
16583,Quaderni Storici,3016307,,2001-2024; 1999; 1979-1987; 1976-1977,ITA,Journal,Societa Editrice Il Mulino,3312; 1202
19500157422,Quaderni Urbinati di Cultura Classica,334987,17241901,2009-2023,ENG; ITA,Journal,Fabrizio Serra Editore Srl,1208; 3310; 1203; 1205
21100886538,Quadernos de Psicologia,2113481,20144520,2018-2024,CAT; POR; SPA,Journal,Universitat Autonoma de Barcelona,3201
21100206257,Quaderns,11385790,,2020-2024; 2011-2018,SPA,Journal,"Universitat Autonoma de Barcelona, Departament de Traduccio i d'Interpretacio",3310; 1203
21101036618,Quaderns de Filologia: Estudis Linguistics,1135416X,24441449,2019-2023,ENG; SPA,Journal,"Universitat de Valencia, Faculty of Philology, Translation and Communication",3310; 1203
21100943525,Quaderns de Filologia: Estudis Literaris,11354178,24441457,2021-2023; 2019,SPA,Journal,Universitat de Valencia,3310; 1203; 1208
21101128490,Quaderns de Filosofia,23411414,23413042,2019-2024,ENG; SPA,Journal,Societat de Filosofia del Pais Valencia,1211
21101146393,Quaderns d'Italia,11359730,20148828,2019-2023,CAT; ENG; FRE; ITA; SPA,Journal,Universitat Autonoma de Barcelona,1208; 1203; 1201
23739,Quaerendo,149527,15700690,1987-2024; 1981-1985; 1971-1979,ENG,Journal,Brill Academic Publishers,1202; 3309
21100862891,Quaestio,13792547,22959033,2017-2023,ENG; FRE; ITA,Journal,Brepols Publishers,1211
21100821147,Quaestio Rossica,2311911X,23136871,2013-2024,RUS,Journal,Ural Federal University,1208; 3310; 1213; 1202; 1203; 3316
12465,Quaestiones Geographicae,0137477X,20816383,2004-2024; 2001-2002; 1995-1998; 1992; 1989; 1987; 1979-1985,ENG,Journal,Adam Mickiewicz University,1900
59030,Quaestiones Mathematicae,16073606,1727933X,1976-2024,ENG,Journal,Taylor and Francis Ltd.,2601
21100927905,Quaker Studies,1363013X,23971770,2018-2024,ENG,Journal,Liverpool University Press,1105
17712,Qualitative Health Research,10497323,15527557,1991-2025,ENG,Journal,SAGE Publications Inc.,2739
144833,Qualitative Inquiry,10778004,15527565,1995-2024,ENG,Journal,SAGE Publications Inc.,3301; 3314
144655,Qualitative Market Research,13522752,,1998-2024,ENG,Journal,Emerald Group Publishing Ltd.,1406
21100840179,Qualitative Psychology,23263598,23263601,2014-2024,ENG,Journal,American Psychological Association,3200
5700165306,Qualitative Report,10520147,,2009-2024,ENG,Journal,Nova Southeastern University,3304; 3316; 3207
100147024,Qualitative Research,14687941,,2001-2024,ENG,Journal,SAGE Publications Ltd,1207; 3301
19900191743,Qualitative Research in Accounting and Management,11766093,,2004-2024,ENG,Journal,Emerald Group Publishing Ltd.,1402; 1403
